,estado,edad,cuenta
1065,Sinaloa,58,602
1066,Sinaloa,59,548
1067,Sinaloa,60,526
1068,Sinaloa,61,420
1069,Sinaloa,62,385
1070,Sinaloa,63,354
1071,Sinaloa,64,356
1072,Sinaloa,65,320
1073,Sinaloa,66,250
1074,Sinaloa,67,249
1075,Sinaloa,68,227
1076,Sinaloa,69,154
1077,Sonora,25,2
1078,Sonora,26,1
1079,Sonora,28,1
1080,Sonora,29,1
1081,Sonora,30,3
1082,Sonora,31,9
1083,Sonora,32,6
1084,Sonora,33,14
1085,Sonora,34,20
1086,Sonora,35,29
1087,Sonora,36,41
1088,Sonora,37,57
1089,Sonora,38,91
1090,Sonora,39,122
1091,Sonora,40,478
1092,Sonora,41,427
1093,Sonora,42,453
1094,Sonora,43,468
1095,Sonora,44,497
1096,Sonora,45,474
1097,Sonora,46,485
1098,Sonora,47,462
1099,Sonora,48,478
1100,Sonora,49,489
1101,Sonora,50,472
1102,Sonora,51,413
1103,Sonora,52,445
1104,Sonora,53,376
1105,Sonora,54,389
1106,Sonora,55,366
1107,Sonora,56,329
1108,Sonora,57,304
1109,Sonora,58,287
1110,Sonora,59,249
1111,Sonora,60,248
1112,Sonora,61,251
1113,Sonora,62,192
1114,Sonora,63,171
1115,Sonora,64,127
1116,Sonora,65,146
1117,Sonora,66,113
1118,Sonora,67,127
1119,Sonora,68,84
1120,Sonora,69,81
1121,Tabasco,26,1
1122,Tabasco,28,1
1123,Tabasco,29,1
1124,Tabasco,30,5
1125,Tabasco,31,1
1126,Tabasco,32,3
1127,Tabasco,33,4
1128,Tabasco,34,5
1129,Tabasco,35,8
1130,Tabasco,36,11
1131,Tabasco,37,15
1132,Tabasco,38,26
1133,Tabasco,39,41
1134,Tabasco,40,686
1135,Tabasco,41,801
1136,Tabasco,42,885
1137,Tabasco,43,841
1138,Tabasco,44,810
1139,Tabasco,45,890
1140,Tabasco,46,851
1141,Tabasco,47,795
1142,Tabasco,48,767
1143,Tabasco,49,814
1144,Tabasco,50,917
1145,Tabasco,51,840
1146,Tabasco,52,807
1147,Tabasco,53,751
1148,Tabasco,54,744
1149,Tabasco,55,682
1150,Tabasco,56,640
1151,Tabasco,57,561
1152,Tabasco,58,527
1153,Tabasco,59,503
1154,Tabasco,60,457
1155,Tabasco,61,406
1156,Tabasco,62,351
1157,Tabasco,63,305
1158,Tabasco,64,270
1159,Tabasco,65,271
1160,Tabasco,66,170
1161,Tabasco,67,155
1162,Tabasco,68,124
1163,Tabasco,69,119
1164,Tamaulipas,27,2
1165,Tamaulipas,28,2
1166,Tamaulipas,29,4
1167,Tamaulipas,30,9
1168,Tamaulipas,31,9
1169,Tamaulipas,32,8
1170,Tamaulipas,33,10
1171,Tamaulipas,34,24
1172,Tamaulipas,35,72
1173,Tamaulipas,36,92
1174,Tamaulipas,37,113
1175,Tamaulipas,38,136
1176,Tamaulipas,39,189
1177,Tamaulipas,40,1027
1178,Tamaulipas,41,1320
1179,Tamaulipas,42,1335
1180,Tamaulipas,43,1353
1181,Tamaulipas,44,1334
1182,Tamaulipas,45,1377
1183,Tamaulipas,46,1312
1184,Tamaulipas,47,1340
1185,Tamaulipas,48,1260
1186,Tamaulipas,49,1309
1187,Tamaulipas,50,1248
1188,Tamaulipas,51,1188
1189,Tamaulipas,52,1150
1190,Tamaulipas,53,1075
1191,Tamaulipas,54,1104
1192,Tamaulipas,55,1007
1193,Tamaulipas,56,967
1194,Tamaulipas,57,884
1195,Tamaulipas,58,833
1196,Tamaulipas,59,736
1197,Tamaulipas,60,696
1198,Tamaulipas,61,620
1199,Tamaulipas,62,504
1200,Tamaulipas,63,471
1201,Tamaulipas,64,487
1202,Tamaulipas,65,414
1203,Tamaulipas,66,375
1204,Tamaulipas,67,347
1205,Tamaulipas,68,282
1206,Tamaulipas,69,240
1207,Tlaxcala,25,1
1208,Tlaxcala,27,3
1209,Tlaxcala,28,3
1210,Tlaxcala,29,4
1211,Tlaxcala,30,1
1212,Tlaxcala,32,4
1213,Tlaxcala,33,5
1214,Tlaxcala,34,2
1215,Tlaxcala,35,3
1216,Tlaxcala,36,8
1217,Tlaxcala,37,6
1218,Tlaxcala,38,10
1219,Tlaxcala,39,25
1220,Tlaxcala,40,598
1221,Tlaxcala,41,853
1222,Tlaxcala,42,884
1223,Tlaxcala,43,863
1224,Tlaxcala,44,780
1225,Tlaxcala,45,765
1226,Tlaxcala,46,789
1227,Tlaxcala,47,742
1228,Tlaxcala,48,697
1229,Tlaxcala,49,649
1230,Tlaxcala,50,687
1231,Tlaxcala,51,616
1232,Tlaxcala,52,566
1233,Tlaxcala,53,537
1234,Tlaxcala,54,492
1235,Tlaxcala,55,501
1236,Tlaxcala,56,467
1237,Tlaxcala,57,424
1238,Tlaxcala,58,358
1239,Tlaxcala,59,340
1240,Tlaxcala,60,289
1241,Tlaxcala,61,257
1242,Tlaxcala,62,210
1243,Tlaxcala,63,209
1244,Tlaxcala,64,156
1245,Tlaxcala,65,151
1246,Tlaxcala,66,130
1247,Tlaxcala,67,117
1248,Tlaxcala,68,77
1249,Tlaxcala,69,75
1250,Veracruz,26,3
1251,Veracruz,27,4
1252,Veracruz,28,3
1253,Veracruz,29,2
1254,Veracruz,30,2
1255,Veracruz,31,2
1256,Veracruz,32,5
1257,Veracruz,33,7
1258,Veracruz,34,11
1259,Veracruz,35,16
1260,Veracruz,36,19
1261,Veracruz,37,21
1262,Veracruz,38,28
1263,Veracruz,39,103
1264,Veracruz,40,752
1265,Veracruz,41,1050
1266,Veracruz,42,1189
1267,Veracruz,43,1193
1268,Veracruz,44,1103
1269,Veracruz,45,1137
1270,Veracruz,46,1197
1271,Veracruz,47,1044
1272,Veracruz,48,1064
1273,Veracruz,49,1055
1274,Veracruz,50,1046
1275,Veracruz,51,929
1276,Veracruz,52,912
1277,Veracruz,53,865
1278,Veracruz,54,732
1279,Veracruz,55,738
1280,Veracruz,56,653
1281,Veracruz,57,645
1282,Veracruz,58,591
1283,Veracruz,59,521
1284,Veracruz,60,535
1285,Veracruz,61,432
1286,Veracruz,62,423
1287,Veracruz,63,352
1288,Veracruz,64,324
1289,Veracruz,65,248
1290,Veracruz,66,270
1291,Veracruz,67,223
1292,Veracruz,68,184
1293,Veracruz,69,137
1294,Yucatán,26,1
1295,Yucatán,28,1
1296,Yucatán,31,1
1297,Yucatán,32,2
1298,Yucatán,33,1
1299,Yucatán,34,3
1300,Yucatán,35,4
1301,Yucatán,36,2
1302,Yucatán,37,5
1303,Yucatán,38,13
1304,Yucatán,39,16
1305,Yucatán,40,370
1306,Yucatán,41,519
1307,Yucatán,42,485
1308,Yucatán,43,501
1309,Yucatán,44,516
1310,Yucatán,45,451
1311,Yucatán,46,456
1312,Yucatán,47,452
1313,Yucatán,48,434
1314,Yucatán,49,441
1315,Yucatán,50,411
1316,Yucatán,51,387
1317,Yucatán,52,396
1318,Yucatán,53,331
1319,Yucatán,54,355
1320,Yucatán,55,325
1321,Yucatán,56,297
1322,Yucatán,57,283
1323,Yucatán,58,248
1324,Yucatán,59,243
1325,Yucatán,60,248
1326,Yucatán,61,203
1327,Yucatán,62,152
1328,Yucatán,63,147
1329,Yucatán,64,125
1330,Yucatán,65,138
1331,Yucatán,66,117
1332,Yucatán,67,87
1333,Yucatán,68,96
1334,Yucatán,69,57
1335,Zacatecas,27,1
1336,Zacatecas,28,3
1337,Zacatecas,29,1
1338,Zacatecas,30,4
1339,Zacatecas,32,5
1340,Zacatecas,33,2
1341,Zacatecas,34,5
1342,Zacatecas,35,12
1343,Zacatecas,36,14
1344,Zacatecas,37,17
1345,Zacatecas,38,25
1346,Zacatecas,39,56
1347,Zacatecas,40,500
1348,Zacatecas,41,599
1349,Zacatecas,42,549
1350,Zacatecas,43,569
1351,Zacatecas,44,597
1352,Zacatecas,45,594
1353,Zacatecas,46,521
1354,Zacatecas,47,579
1355,Zacatecas,48,537
1356,Zacatecas,49,513
1357,Zacatecas,50,526
1358,Zacatecas,51,466
1359,Zacatecas,52,466
1360,Zacatecas,53,420
1361,Zacatecas,54,391
1362,Zacatecas,55,413
1363,Zacatecas,56,339
1364,Zacatecas,57,279
1365,Zacatecas,58,291
1366,Zacatecas,59,256
1367,Zacatecas,60,241
1368,Zacatecas,61,231
1369,Zacatecas,62,187
1370,Zacatecas,63,169
1371,Zacatecas,64,166
1372,Zacatecas,65,166
1373,Zacatecas,66,143
1374,Zacatecas,67,109
1375,Zacatecas,68,77
1376,Zacatecas,69,80
