,estado,edad,count
513,Guerrero,50,1433
514,Guerrero,51,1371
515,Guerrero,52,1336
516,Guerrero,53,1322
517,Guerrero,54,1170
518,Guerrero,55,1134
519,Guerrero,56,1110
520,Guerrero,57,1020
521,Guerrero,58,900
522,Guerrero,59,821
523,Guerrero,60,825
524,Guerrero,61,703
525,Guerrero,62,625
526,Guerrero,63,525
527,Guerrero,64,528
528,Guerrero,65,472
529,Guerrero,66,439
530,Guerrero,67,341
531,Guerrero,68,321
532,Guerrero,69,311
533,Hidalgo,25,1
534,Hidalgo,28,1
535,Hidalgo,29,1
536,Hidalgo,30,4
537,Hidalgo,31,3
538,Hidalgo,32,7
539,Hidalgo,33,5
540,Hidalgo,34,5
541,Hidalgo,35,4
542,Hidalgo,36,13
543,Hidalgo,37,14
544,Hidalgo,38,22
545,Hidalgo,39,59
546,Hidalgo,40,607
547,Hidalgo,41,653
548,Hidalgo,42,633
549,Hidalgo,43,655
550,Hidalgo,44,708
551,Hidalgo,45,707
552,Hidalgo,46,678
553,Hidalgo,47,633
554,Hidalgo,48,605
555,Hidalgo,49,575
556,Hidalgo,50,541
557,Hidalgo,51,534
558,Hidalgo,52,510
559,Hidalgo,53,460
560,Hidalgo,54,457
561,Hidalgo,55,445
562,Hidalgo,56,416
563,Hidalgo,57,373
564,Hidalgo,58,321
565,Hidalgo,59,297
566,Hidalgo,60,276
567,Hidalgo,61,247
568,Hidalgo,62,219
569,Hidalgo,63,210
570,Hidalgo,64,165
571,Hidalgo,65,137
572,Hidalgo,66,131
573,Hidalgo,67,107
574,Hidalgo,68,96
575,Hidalgo,69,82
576,Jalisco,25,1
577,Jalisco,26,2
578,Jalisco,28,2
579,Jalisco,29,2
580,Jalisco,30,5
581,Jalisco,31,4
582,Jalisco,32,10
583,Jalisco,33,12
584,Jalisco,34,21
585,Jalisco,35,84
586,Jalisco,36,112
587,Jalisco,37,193
588,Jalisco,38,245
589,Jalisco,39,741
590,Jalisco,40,3767
591,Jalisco,41,3674
592,Jalisco,42,4054
593,Jalisco,43,3992
594,Jalisco,44,3968
595,Jalisco,45,3601
596,Jalisco,46,3682
597,Jalisco,47,3340
598,Jalisco,48,3386
599,Jalisco,49,3258
600,Jalisco,50,3140
601,Jalisco,51,2997
602,Jalisco,52,2841
603,Jalisco,53,2735
604,Jalisco,54,2617
605,Jalisco,55,2422
606,Jalisco,56,2337
607,Jalisco,57,2204
608,Jalisco,58,1917
609,Jalisco,59,1913
610,Jalisco,60,1709
611,Jalisco,61,1598
612,Jalisco,62,1484
613,Jalisco,63,1351
614,Jalisco,64,1150
615,Jalisco,65,1044
616,Jalisco,66,937
617,Jalisco,67,860
618,Jalisco,68,724
619,Jalisco,69,597
620,Michoacán de Ocampo,25,2
621,Michoacán de Ocampo,26,3
622,Michoacán de Ocampo,27,4
623,Michoacán de Ocampo,28,6
624,Michoacán de Ocampo,29,7
625,Michoacán de Ocampo,30,12
626,Michoacán de Ocampo,31,12
627,Michoacán de Ocampo,32,13
628,Michoacán de Ocampo,33,17
629,Michoacán de Ocampo,34,25
630,Michoacán de Ocampo,35,21
631,Michoacán de Ocampo,36,34
632,Michoacán de Ocampo,37,55
633,Michoacán de Ocampo,38,77
634,Michoacán de Ocampo,39,157
635,Michoacán de Ocampo,40,2103
636,Michoacán de Ocampo,41,2640
637,Michoacán de Ocampo,42,2789
638,Michoacán de Ocampo,43,2754
639,Michoacán de Ocampo,44,2790
640,Michoacán de Ocampo,45,2739
641,Michoacán de Ocampo,46,2611
642,Michoacán de Ocampo,47,2604
643,Michoacán de Ocampo,48,2549
644,Michoacán de Ocampo,49,2524
645,Michoacán de Ocampo,50,2417
646,Michoacán de Ocampo,51,2272
647,Michoacán de Ocampo,52,2229
648,Michoacán de Ocampo,53,2078
649,Michoacán de Ocampo,54,1932
650,Michoacán de Ocampo,55,1798
651,Michoacán de Ocampo,56,1744
652,Michoacán de Ocampo,57,1677
653,Michoacán de Ocampo,58,1450
654,Michoacán de Ocampo,59,1430
655,Michoacán de Ocampo,60,1333
656,Michoacán de Ocampo,61,1229
657,Michoacán de Ocampo,62,1154
658,Michoacán de Ocampo,63,954
659,Michoacán de Ocampo,64,896
660,Michoacán de Ocampo,65,842
661,Michoacán de Ocampo,66,706
662,Michoacán de Ocampo,67,621
663,Michoacán de Ocampo,68,549
664,Michoacán de Ocampo,69,503
665,Morelos,27,1
666,Morelos,32,1
667,Morelos,34,1
668,Morelos,35,2
669,Morelos,36,3
670,Morelos,37,5
671,Morelos,38,7
672,Morelos,39,21
673,Morelos,40,1414
674,Morelos,41,1463
675,Morelos,42,1518
676,Morelos,43,1489
677,Morelos,44,1550
678,Morelos,45,1451
679,Morelos,46,1404
680,Morelos,47,1326
681,Morelos,48,1254
682,Morelos,49,1322
683,Morelos,50,1183
684,Morelos,51,1199
685,Morelos,52,1124
686,Morelos,53,1096
687,Morelos,54,964
688,Morelos,55,960
689,Morelos,56,958
690,Morelos,57,800
691,Morelos,58,749
692,Morelos,59,763
693,Morelos,60,692
694,Morelos,61,587
695,Morelos,62,584
696,Morelos,63,503
697,Morelos,64,423
698,Morelos,65,431
699,Morelos,66,349
700,Morelos,67,319
701,Morelos,68,283
702,Morelos,69,218
703,Nayarit,25,1
704,Nayarit,30,1
705,Nayarit,32,2
706,Nayarit,33,3
707,Nayarit,34,2
708,Nayarit,35,2
709,Nayarit,37,3
710,Nayarit,38,4
711,Nayarit,39,14
712,Nayarit,40,339
713,Nayarit,41,340
714,Nayarit,42,355
715,Nayarit,43,356
716,Nayarit,44,351
717,Nayarit,45,316
718,Nayarit,46,312
719,Nayarit,47,275
720,Nayarit,48,313
721,Nayarit,49,324
722,Nayarit,50,280
723,Nayarit,51,314
724,Nayarit,52,273
725,Nayarit,53,278
726,Nayarit,54,279
727,Nayarit,55,256
728,Nayarit,56,219
729,Nayarit,57,227
730,Nayarit,58,212
731,Nayarit,59,211
732,Nayarit,60,182
733,Nayarit,61,179
734,Nayarit,62,136
735,Nayarit,63,144
736,Nayarit,64,108
737,Nayarit,65,93
738,Nayarit,66,109
739,Nayarit,67,80
740,Nayarit,68,80
741,Nayarit,69,56
742,Nuevo León,25,5
743,Nuevo León,26,4
744,Nuevo León,27,3
745,Nuevo León,28,8
746,Nuevo León,29,9
747,Nuevo León,30,7
748,Nuevo León,31,8
749,Nuevo León,32,6
750,Nuevo León,33,21
751,Nuevo León,34,17
752,Nuevo León,35,41
753,Nuevo León,36,58
754,Nuevo León,37,100
755,Nuevo León,38,111
756,Nuevo León,39,203
757,Nuevo León,40,1109
758,Nuevo León,41,1257
759,Nuevo León,42,1272
760,Nuevo León,43,1288
761,Nuevo León,44,1299
762,Nuevo León,45,1226
763,Nuevo León,46,1162
764,Nuevo León,47,1163
765,Nuevo León,48,1138
766,Nuevo León,49,1060
767,Nuevo León,50,1015
768,Nuevo León,51,889
769,Nuevo León,52,830
770,Nuevo León,53,810
771,Nuevo León,54,717
772,Nuevo León,55,637
773,Nuevo León,56,676
774,Nuevo León,57,575
775,Nuevo León,58,543
776,Nuevo León,59,521
777,Nuevo León,60,481
778,Nuevo León,61,408
779,Nuevo León,62,344
780,Nuevo León,63,337
781,Nuevo León,64,284
782,Nuevo León,65,252
783,Nuevo León,66,280
784,Nuevo León,67,201
785,Nuevo León,68,191
786,Nuevo León,69,174
787,Oaxaca,26,1
788,Oaxaca,27,1
789,Oaxaca,31,1
790,Oaxaca,33,2
791,Oaxaca,34,1
792,Oaxaca,36,1
793,Oaxaca,37,4
794,Oaxaca,38,2
795,Oaxaca,39,4
796,Oaxaca,40,1288
797,Oaxaca,41,1525
798,Oaxaca,42,1582
799,Oaxaca,43,1467
800,Oaxaca,44,1568
801,Oaxaca,45,1545
802,Oaxaca,46,1402
803,Oaxaca,47,1495
804,Oaxaca,48,1401
805,Oaxaca,49,1412
806,Oaxaca,50,1449
807,Oaxaca,51,1327
808,Oaxaca,52,1324
809,Oaxaca,53,1263
810,Oaxaca,54,1273
811,Oaxaca,55,1172
812,Oaxaca,56,1123
813,Oaxaca,57,1056
814,Oaxaca,58,953
815,Oaxaca,59,942
816,Oaxaca,60,848
817,Oaxaca,61,851
818,Oaxaca,62,689
819,Oaxaca,63,640
820,Oaxaca,64,579
821,Oaxaca,65,476
822,Oaxaca,66,458
823,Oaxaca,67,415
824,Oaxaca,68,306
825,Oaxaca,69,253
826,Puebla,27,1
827,Puebla,28,3
828,Puebla,29,2
829,Puebla,30,4
830,Puebla,31,4
831,Puebla,32,4
832,Puebla,33,6
833,Puebla,34,8
834,Puebla,35,11
835,Puebla,36,12
836,Puebla,37,23
837,Puebla,38,26
838,Puebla,39,197
839,Puebla,40,2088
840,Puebla,41,2605
841,Puebla,42,2534
842,Puebla,43,2568
843,Puebla,44,2581
844,Puebla,45,2441
845,Puebla,46,2454
846,Puebla,47,2266
847,Puebla,48,2276
848,Puebla,49,2060
849,Puebla,50,1981
850,Puebla,51,1889
851,Puebla,52,1811
852,Puebla,53,1665
853,Puebla,54,1587
854,Puebla,55,1544
855,Puebla,56,1458
856,Puebla,57,1313
857,Puebla,58,1204
858,Puebla,59,1088
859,Puebla,60,1053
860,Puebla,61,960
861,Puebla,62,803
862,Puebla,63,746
863,Puebla,64,668
864,Puebla,65,548
865,Puebla,66,508
866,Puebla,67,412
867,Puebla,68,333
868,Puebla,69,278
869,Querétaro,27,1
870,Querétaro,28,1
871,Querétaro,29,2
872,Querétaro,30,2
873,Querétaro,31,1
874,Querétaro,32,4
875,Querétaro,33,7
876,Querétaro,34,14
877,Querétaro,35,11
878,Querétaro,36,18
879,Querétaro,37,34
880,Querétaro,38,42
881,Querétaro,39,83
882,Querétaro,40,767
883,Querétaro,41,959
884,Querétaro,42,1086
885,Querétaro,43,1133
886,Querétaro,44,1163
887,Querétaro,45,1125
888,Querétaro,46,1121
889,Querétaro,47,1091
890,Querétaro,48,1150
891,Querétaro,49,1048
892,Querétaro,50,1001
893,Querétaro,51,995
894,Querétaro,52,975
895,Querétaro,53,854
896,Querétaro,54,777
897,Querétaro,55,684
898,Querétaro,56,768
899,Querétaro,57,632
900,Querétaro,58,602
901,Querétaro,59,602
902,Querétaro,60,526
903,Querétaro,61,464
904,Querétaro,62,438
905,Querétaro,63,387
906,Querétaro,64,353
907,Querétaro,65,310
908,Querétaro,66,289
909,Querétaro,67,273
910,Querétaro,68,221
911,Querétaro,69,183
912,Quintana Roo,28,2
913,Quintana Roo,30,2
914,Quintana Roo,31,1
915,Quintana Roo,32,1
916,Quintana Roo,34,2
917,Quintana Roo,36,6
918,Quintana Roo,37,10
919,Quintana Roo,38,12
920,Quintana Roo,39,41
921,Quintana Roo,40,462
922,Quintana Roo,41,526
923,Quintana Roo,42,553
924,Quintana Roo,43,550
925,Quintana Roo,44,524
926,Quintana Roo,45,613
927,Quintana Roo,46,510
928,Quintana Roo,47,498
929,Quintana Roo,48,510
930,Quintana Roo,49,502
931,Quintana Roo,50,516
932,Quintana Roo,51,483
933,Quintana Roo,52,412
934,Quintana Roo,53,407
935,Quintana Roo,54,372
936,Quintana Roo,55,370
937,Quintana Roo,56,313
938,Quintana Roo,57,303
939,Quintana Roo,58,283
940,Quintana Roo,59,261
941,Quintana Roo,60,253
942,Quintana Roo,61,233
943,Quintana Roo,62,182
944,Quintana Roo,63,183
945,Quintana Roo,64,164
946,Quintana Roo,65,130
947,Quintana Roo,66,131
948,Quintana Roo,67,117
949,Quintana Roo,68,91
950,Quintana Roo,69,68
951,San Luis Potosí,26,1
952,San Luis Potosí,27,1
953,San Luis Potosí,28,1
954,San Luis Potosí,29,2
955,San Luis Potosí,30,2
956,San Luis Potosí,31,1
957,San Luis Potosí,32,4
958,San Luis Potosí,33,3
959,San Luis Potosí,34,4
960,San Luis Potosí,35,6
961,San Luis Potosí,36,7
962,San Luis Potosí,37,12
963,San Luis Potosí,38,17
964,San Luis Potosí,39,67
965,San Luis Potosí,40,1084
966,San Luis Potosí,41,1066
967,San Luis Potosí,42,1138
968,San Luis Potosí,43,1110
969,San Luis Potosí,44,1115
970,San Luis Potosí,45,1035
971,San Luis Potosí,46,1011
972,San Luis Potosí,47,972
973,San Luis Potosí,48,989
974,San Luis Potosí,49,901
975,San Luis Potosí,50,876
976,San Luis Potosí,51,838
977,San Luis Potosí,52,854
978,San Luis Potosí,53,793
979,San Luis Potosí,54,753
980,San Luis Potosí,55,697
981,San Luis Potosí,56,669
982,San Luis Potosí,57,591
983,San Luis Potosí,58,506
984,San Luis Potosí,59,519
985,San Luis Potosí,60,445
986,San Luis Potosí,61,385
987,San Luis Potosí,62,343
988,San Luis Potosí,63,337
989,San Luis Potosí,64,299
990,San Luis Potosí,65,273
991,San Luis Potosí,66,249
992,San Luis Potosí,67,225
993,San Luis Potosí,68,179
994,San Luis Potosí,69,151
995,Sinaloa,26,1
996,Sinaloa,29,1
997,Sinaloa,30,2
998,Sinaloa,33,1
999,Sinaloa,34,3
1000,Sinaloa,35,7
1001,Sinaloa,36,7
1002,Sinaloa,37,10
1003,Sinaloa,38,21
1004,Sinaloa,39,56
1005,Sinaloa,40,648
1006,Sinaloa,41,715
1007,Sinaloa,42,767
1008,Sinaloa,43,786
1009,Sinaloa,44,846
1010,Sinaloa,45,792
1011,Sinaloa,46,741
1012,Sinaloa,47,685
1013,Sinaloa,48,724
1014,Sinaloa,49,727
1015,Sinaloa,50,696
1016,Sinaloa,51,661
1017,Sinaloa,52,663
1018,Sinaloa,53,625
1019,Sinaloa,54,561
1020,Sinaloa,55,503
1021,Sinaloa,56,512
1022,Sinaloa,57,464
1023,Sinaloa,58,418
1024,Sinaloa,59,410
1025,Sinaloa,60,384
1026,Sinaloa,61,333
1027,Sinaloa,62,291
1028,Sinaloa,63,231
1029,Sinaloa,64,235
1030,Sinaloa,65,184
1031,Sinaloa,66,203
1032,Sinaloa,67,180
1033,Sinaloa,68,146
1034,Sinaloa,69,140
1035,Sonora,27,1
1036,Sonora,28,1
1037,Sonora,29,1
1038,Sonora,30,2
1039,Sonora,31,4
1040,Sonora,32,6
1041,Sonora,33,5
1042,Sonora,34,11
1043,Sonora,35,25
1044,Sonora,36,27
1045,Sonora,37,75
1046,Sonora,38,62
1047,Sonora,39,103
1048,Sonora,40,316
1049,Sonora,41,329
1050,Sonora,42,356
1051,Sonora,43,378
1052,Sonora,44,374
1053,Sonora,45,368
1054,Sonora,46,381
1055,Sonora,47,382
1056,Sonora,48,369
1057,Sonora,49,363
1058,Sonora,50,359
1059,Sonora,51,389
1060,Sonora,52,316
1061,Sonora,53,281
