,estado,edad,count
1119,Sonora,59,307
1120,Sonora,60,271
1121,Sonora,61,249
1122,Sonora,62,239
1123,Sonora,63,179
1124,Sonora,64,157
1125,Sonora,65,114
1126,Sonora,66,146
1127,Sonora,67,107
1128,Sonora,68,108
1129,Sonora,69,92
1130,Tabasco,25,3
1131,Tabasco,26,1
1132,Tabasco,27,2
1133,Tabasco,29,1
1134,Tabasco,30,3
1135,Tabasco,31,1
1136,Tabasco,32,2
1137,Tabasco,33,6
1138,Tabasco,34,7
1139,Tabasco,35,13
1140,Tabasco,36,9
1141,Tabasco,37,11
1142,Tabasco,38,28
1143,Tabasco,39,56
1144,Tabasco,40,562
1145,Tabasco,41,691
1146,Tabasco,42,647
1147,Tabasco,43,678
1148,Tabasco,44,639
1149,Tabasco,45,636
1150,Tabasco,46,580
1151,Tabasco,47,667
1152,Tabasco,48,610
1153,Tabasco,49,671
1154,Tabasco,50,688
1155,Tabasco,51,750
1156,Tabasco,52,644
1157,Tabasco,53,606
1158,Tabasco,54,573
1159,Tabasco,55,517
1160,Tabasco,56,480
1161,Tabasco,57,456
1162,Tabasco,58,415
1163,Tabasco,59,439
1164,Tabasco,60,401
1165,Tabasco,61,331
1166,Tabasco,62,263
1167,Tabasco,63,271
1168,Tabasco,64,219
1169,Tabasco,65,193
1170,Tabasco,66,149
1171,Tabasco,67,131
1172,Tabasco,68,115
1173,Tabasco,69,85
1174,Tamaulipas,25,7
1175,Tamaulipas,26,6
1176,Tamaulipas,27,2
1177,Tamaulipas,28,6
1178,Tamaulipas,29,8
1179,Tamaulipas,30,6
1180,Tamaulipas,31,10
1181,Tamaulipas,32,21
1182,Tamaulipas,33,28
1183,Tamaulipas,34,65
1184,Tamaulipas,35,84
1185,Tamaulipas,36,109
1186,Tamaulipas,37,149
1187,Tamaulipas,38,189
1188,Tamaulipas,39,343
1189,Tamaulipas,40,1023
1190,Tamaulipas,41,1195
1191,Tamaulipas,42,1394
1192,Tamaulipas,43,1335
1193,Tamaulipas,44,1478
1194,Tamaulipas,45,1508
1195,Tamaulipas,46,1495
1196,Tamaulipas,47,1353
1197,Tamaulipas,48,1384
1198,Tamaulipas,49,1355
1199,Tamaulipas,50,1329
1200,Tamaulipas,51,1261
1201,Tamaulipas,52,1123
1202,Tamaulipas,53,1173
1203,Tamaulipas,54,1090
1204,Tamaulipas,55,897
1205,Tamaulipas,56,953
1206,Tamaulipas,57,783
1207,Tamaulipas,58,697
1208,Tamaulipas,59,614
1209,Tamaulipas,60,595
1210,Tamaulipas,61,523
1211,Tamaulipas,62,506
1212,Tamaulipas,63,423
1213,Tamaulipas,64,408
1214,Tamaulipas,65,343
1215,Tamaulipas,66,331
1216,Tamaulipas,67,302
1217,Tamaulipas,68,269
1218,Tamaulipas,69,202
1219,Tlaxcala,25,1
1220,Tlaxcala,26,2
1221,Tlaxcala,28,3
1222,Tlaxcala,29,1
1223,Tlaxcala,30,1
1224,Tlaxcala,31,5
1225,Tlaxcala,32,1
1226,Tlaxcala,33,5
1227,Tlaxcala,34,3
1228,Tlaxcala,35,8
1229,Tlaxcala,36,7
1230,Tlaxcala,37,16
1231,Tlaxcala,38,23
1232,Tlaxcala,39,52
1233,Tlaxcala,40,568
1234,Tlaxcala,41,668
1235,Tlaxcala,42,627
1236,Tlaxcala,43,611
1237,Tlaxcala,44,588
1238,Tlaxcala,45,604
1239,Tlaxcala,46,601
1240,Tlaxcala,47,593
1241,Tlaxcala,48,583
1242,Tlaxcala,49,516
1243,Tlaxcala,50,501
1244,Tlaxcala,51,458
1245,Tlaxcala,52,460
1246,Tlaxcala,53,394
1247,Tlaxcala,54,426
1248,Tlaxcala,55,413
1249,Tlaxcala,56,346
1250,Tlaxcala,57,315
1251,Tlaxcala,58,295
1252,Tlaxcala,59,309
1253,Tlaxcala,60,219
1254,Tlaxcala,61,175
1255,Tlaxcala,62,180
1256,Tlaxcala,63,166
1257,Tlaxcala,64,148
1258,Tlaxcala,65,131
1259,Tlaxcala,66,126
1260,Tlaxcala,67,79
1261,Tlaxcala,68,83
1262,Tlaxcala,69,49
1263,Veracruz,25,1
1264,Veracruz,26,4
1265,Veracruz,27,3
1266,Veracruz,29,2
1267,Veracruz,31,2
1268,Veracruz,32,6
1269,Veracruz,33,6
1270,Veracruz,34,5
1271,Veracruz,35,8
1272,Veracruz,36,9
1273,Veracruz,37,10
1274,Veracruz,38,18
1275,Veracruz,39,38
1276,Veracruz,40,362
1277,Veracruz,41,414
1278,Veracruz,42,481
1279,Veracruz,43,407
1280,Veracruz,44,486
1281,Veracruz,45,419
1282,Veracruz,46,420
1283,Veracruz,47,455
1284,Veracruz,48,418
1285,Veracruz,49,389
1286,Veracruz,50,423
1287,Veracruz,51,349
1288,Veracruz,52,361
1289,Veracruz,53,318
1290,Veracruz,54,258
1291,Veracruz,55,258
1292,Veracruz,56,228
1293,Veracruz,57,213
1294,Veracruz,58,203
1295,Veracruz,59,205
1296,Veracruz,60,163
1297,Veracruz,61,156
1298,Veracruz,62,154
1299,Veracruz,63,133
1300,Veracruz,64,136
1301,Veracruz,65,100
1302,Veracruz,66,79
1303,Veracruz,67,80
1304,Veracruz,68,47
1305,Veracruz,69,55
1306,Yucatán,25,1
1307,Yucatán,26,1
1308,Yucatán,27,3
1309,Yucatán,29,3
1310,Yucatán,30,1
1311,Yucatán,31,1
1312,Yucatán,32,4
1313,Yucatán,33,6
1314,Yucatán,34,8
1315,Yucatán,35,15
1316,Yucatán,36,21
1317,Yucatán,37,37
1318,Yucatán,38,36
1319,Yucatán,39,81
1320,Yucatán,40,397
1321,Yucatán,41,506
1322,Yucatán,42,516
1323,Yucatán,43,517
1324,Yucatán,44,511
1325,Yucatán,45,505
1326,Yucatán,46,509
1327,Yucatán,47,491
1328,Yucatán,48,495
1329,Yucatán,49,502
1330,Yucatán,50,468
1331,Yucatán,51,439
1332,Yucatán,52,398
1333,Yucatán,53,414
1334,Yucatán,54,345
1335,Yucatán,55,320
1336,Yucatán,56,281
1337,Yucatán,57,288
1338,Yucatán,58,291
1339,Yucatán,59,261
1340,Yucatán,60,214
1341,Yucatán,61,206
1342,Yucatán,62,162
1343,Yucatán,63,156
1344,Yucatán,64,163
1345,Yucatán,65,156
1346,Yucatán,66,123
1347,Yucatán,67,111
1348,Yucatán,68,68
1349,Yucatán,69,63
1350,Zacatecas,26,2
1351,Zacatecas,30,4
1352,Zacatecas,31,2
1353,Zacatecas,32,1
1354,Zacatecas,33,5
1355,Zacatecas,34,6
1356,Zacatecas,35,13
1357,Zacatecas,36,20
1358,Zacatecas,37,21
1359,Zacatecas,38,38
1360,Zacatecas,39,92
1361,Zacatecas,40,773
1362,Zacatecas,41,706
1363,Zacatecas,42,701
1364,Zacatecas,43,687
1365,Zacatecas,44,644
1366,Zacatecas,45,657
1367,Zacatecas,46,657
1368,Zacatecas,47,618
1369,Zacatecas,48,607
1370,Zacatecas,49,575
1371,Zacatecas,50,507
1372,Zacatecas,51,508
1373,Zacatecas,52,459
1374,Zacatecas,53,439
1375,Zacatecas,54,427
1376,Zacatecas,55,354
1377,Zacatecas,56,307
1378,Zacatecas,57,326
1379,Zacatecas,58,293
1380,Zacatecas,59,285
1381,Zacatecas,60,237
1382,Zacatecas,61,238
1383,Zacatecas,62,200
1384,Zacatecas,63,177
1385,Zacatecas,64,162
1386,Zacatecas,65,146
1387,Zacatecas,66,133
1388,Zacatecas,67,119
1389,Zacatecas,68,98
1390,Zacatecas,69,81
