,estado,edad,count
417,Estado de México,30,4
418,Estado de México,31,7
419,Estado de México,32,9
420,Estado de México,33,7
421,Estado de México,34,17
422,Estado de México,35,16
423,Estado de México,36,16
424,Estado de México,37,37
425,Estado de México,38,40
426,Estado de México,39,240
427,Estado de México,40,6457
428,Estado de México,41,7298
429,Estado de México,42,7600
430,Estado de México,43,7490
431,Estado de México,44,7489
432,Estado de México,45,7241
433,Estado de México,46,6901
434,Estado de México,47,6722
435,Estado de México,48,6389
436,Estado de México,49,6138
437,Estado de México,50,5897
438,Estado de México,51,5669
439,Estado de México,52,5342
440,Estado de México,53,5106
441,Estado de México,54,4787
442,Estado de México,55,4349
443,Estado de México,56,4239
444,Estado de México,57,4043
445,Estado de México,58,3674
446,Estado de México,59,3268
447,Estado de México,60,3067
448,Estado de México,61,2758
449,Estado de México,62,2497
450,Estado de México,63,2171
451,Estado de México,64,1900
452,Estado de México,65,1678
453,Estado de México,66,1383
454,Estado de México,67,1225
455,Estado de México,68,976
456,Estado de México,69,812
457,Guanajuato,40,1678
458,Guanajuato,41,1965
459,Guanajuato,42,2083
460,Guanajuato,43,2070
461,Guanajuato,44,2048
462,Guanajuato,45,2021
463,Guanajuato,46,1918
464,Guanajuato,47,1940
465,Guanajuato,48,1867
466,Guanajuato,49,1920
467,Guanajuato,50,2291
468,Guanajuato,51,2355
469,Guanajuato,52,2159
470,Guanajuato,53,2111
471,Guanajuato,54,1926
472,Guanajuato,55,1799
473,Guanajuato,56,1745
474,Guanajuato,57,1832
475,Guanajuato,58,1590
476,Guanajuato,59,1414
477,Guanajuato,60,1413
478,Guanajuato,61,1234
479,Guanajuato,62,1158
480,Guanajuato,63,1053
481,Guanajuato,64,890
482,Guanajuato,65,710
483,Guanajuato,66,644
484,Guanajuato,67,566
485,Guanajuato,68,475
486,Guanajuato,69,397
487,Guerrero,28,1
488,Guerrero,30,1
489,Guerrero,32,3
490,Guerrero,33,1
491,Guerrero,34,4
492,Guerrero,35,3
493,Guerrero,36,3
494,Guerrero,37,5
495,Guerrero,38,15
496,Guerrero,39,32
497,Guerrero,40,1415
498,Guerrero,41,1729
499,Guerrero,42,1638
500,Guerrero,43,1619
501,Guerrero,44,1633
502,Guerrero,45,1620
503,Guerrero,46,1539
504,Guerrero,47,1590
505,Guerrero,48,1372
506,Guerrero,49,1426
507,Guerrero,50,1431
508,Guerrero,51,1382
509,Guerrero,52,1359
510,Guerrero,53,1251
511,Guerrero,54,1176
512,Guerrero,55,1148
513,Guerrero,56,1113
514,Guerrero,57,1055
515,Guerrero,58,983
516,Guerrero,59,897
517,Guerrero,60,834
518,Guerrero,61,733
519,Guerrero,62,651
520,Guerrero,63,630
521,Guerrero,64,538
522,Guerrero,65,524
523,Guerrero,66,410
524,Guerrero,67,327
525,Guerrero,68,305
526,Guerrero,69,244
527,Hidalgo,26,1
528,Hidalgo,28,5
529,Hidalgo,29,4
530,Hidalgo,31,4
531,Hidalgo,32,2
532,Hidalgo,33,5
533,Hidalgo,34,5
534,Hidalgo,35,6
535,Hidalgo,36,10
536,Hidalgo,37,20
537,Hidalgo,38,27
538,Hidalgo,39,56
539,Hidalgo,40,1089
540,Hidalgo,41,1264
541,Hidalgo,42,1316
542,Hidalgo,43,1270
543,Hidalgo,44,1343
544,Hidalgo,45,1268
545,Hidalgo,46,1255
546,Hidalgo,47,1180
547,Hidalgo,48,1157
548,Hidalgo,49,1166
549,Hidalgo,50,1129
550,Hidalgo,51,1190
551,Hidalgo,52,1102
552,Hidalgo,53,1076
553,Hidalgo,54,928
554,Hidalgo,55,974
555,Hidalgo,56,887
556,Hidalgo,57,826
557,Hidalgo,58,752
558,Hidalgo,59,698
559,Hidalgo,60,597
560,Hidalgo,61,549
561,Hidalgo,62,538
562,Hidalgo,63,431
563,Hidalgo,64,379
564,Hidalgo,65,322
565,Hidalgo,66,313
566,Hidalgo,67,287
567,Hidalgo,68,214
568,Hidalgo,69,190
569,Jalisco,25,3
570,Jalisco,26,1
571,Jalisco,27,1
572,Jalisco,28,1
573,Jalisco,29,1
574,Jalisco,30,3
575,Jalisco,31,4
576,Jalisco,32,4
577,Jalisco,33,10
578,Jalisco,34,12
579,Jalisco,35,42
580,Jalisco,36,31
581,Jalisco,37,79
582,Jalisco,38,124
583,Jalisco,39,401
584,Jalisco,40,3029
585,Jalisco,41,3273
586,Jalisco,42,3309
587,Jalisco,43,3449
588,Jalisco,44,3578
589,Jalisco,45,3315
590,Jalisco,46,3251
591,Jalisco,47,3087
592,Jalisco,48,2827
593,Jalisco,49,2909
594,Jalisco,50,2922
595,Jalisco,51,2684
596,Jalisco,52,2644
597,Jalisco,53,2451
598,Jalisco,54,2249
599,Jalisco,55,2143
600,Jalisco,56,2007
601,Jalisco,57,2059
602,Jalisco,58,1904
603,Jalisco,59,1683
604,Jalisco,60,1580
605,Jalisco,61,1489
606,Jalisco,62,1334
607,Jalisco,63,1268
608,Jalisco,64,1109
609,Jalisco,65,962
610,Jalisco,66,901
611,Jalisco,67,785
612,Jalisco,68,681
613,Jalisco,69,556
614,Michoacán de Ocampo,25,4
615,Michoacán de Ocampo,26,7
616,Michoacán de Ocampo,27,3
617,Michoacán de Ocampo,28,9
618,Michoacán de Ocampo,29,15
619,Michoacán de Ocampo,30,7
620,Michoacán de Ocampo,31,15
621,Michoacán de Ocampo,32,13
622,Michoacán de Ocampo,33,29
623,Michoacán de Ocampo,34,28
624,Michoacán de Ocampo,35,38
625,Michoacán de Ocampo,36,48
626,Michoacán de Ocampo,37,53
627,Michoacán de Ocampo,38,106
628,Michoacán de Ocampo,39,283
629,Michoacán de Ocampo,40,2784
630,Michoacán de Ocampo,41,2796
631,Michoacán de Ocampo,42,2982
632,Michoacán de Ocampo,43,3032
633,Michoacán de Ocampo,44,3021
634,Michoacán de Ocampo,45,2988
635,Michoacán de Ocampo,46,2917
636,Michoacán de Ocampo,47,2816
637,Michoacán de Ocampo,48,2653
638,Michoacán de Ocampo,49,2642
639,Michoacán de Ocampo,50,2410
640,Michoacán de Ocampo,51,2338
641,Michoacán de Ocampo,52,2258
642,Michoacán de Ocampo,53,2220
643,Michoacán de Ocampo,54,2027
644,Michoacán de Ocampo,55,1818
645,Michoacán de Ocampo,56,1781
646,Michoacán de Ocampo,57,1711
647,Michoacán de Ocampo,58,1565
648,Michoacán de Ocampo,59,1477
649,Michoacán de Ocampo,60,1351
650,Michoacán de Ocampo,61,1186
651,Michoacán de Ocampo,62,1171
652,Michoacán de Ocampo,63,1044
653,Michoacán de Ocampo,64,911
654,Michoacán de Ocampo,65,860
655,Michoacán de Ocampo,66,786
656,Michoacán de Ocampo,67,673
657,Michoacán de Ocampo,68,547
658,Michoacán de Ocampo,69,467
659,Morelos,25,2
660,Morelos,31,3
661,Morelos,32,1
662,Morelos,33,1
663,Morelos,34,1
664,Morelos,35,5
665,Morelos,36,12
666,Morelos,37,14
667,Morelos,38,25
668,Morelos,39,66
669,Morelos,40,1010
670,Morelos,41,1043
671,Morelos,42,1071
672,Morelos,43,1136
673,Morelos,44,1204
674,Morelos,45,1134
675,Morelos,46,1012
676,Morelos,47,1039
677,Morelos,48,1041
678,Morelos,49,983
679,Morelos,50,927
680,Morelos,51,936
681,Morelos,52,886
682,Morelos,53,897
683,Morelos,54,809
684,Morelos,55,762
685,Morelos,56,680
686,Morelos,57,709
687,Morelos,58,657
688,Morelos,59,576
689,Morelos,60,519
690,Morelos,61,495
691,Morelos,62,443
692,Morelos,63,382
693,Morelos,64,374
694,Morelos,65,305
695,Morelos,66,274
696,Morelos,67,229
697,Morelos,68,191
698,Morelos,69,154
699,Nayarit,25,1
700,Nayarit,26,1
701,Nayarit,27,2
702,Nayarit,28,2
703,Nayarit,29,2
704,Nayarit,30,1
705,Nayarit,31,3
706,Nayarit,32,2
707,Nayarit,33,3
708,Nayarit,34,9
709,Nayarit,35,7
710,Nayarit,36,7
711,Nayarit,37,14
712,Nayarit,38,17
713,Nayarit,39,20
714,Nayarit,40,213
715,Nayarit,41,218
716,Nayarit,42,241
717,Nayarit,43,202
718,Nayarit,44,219
719,Nayarit,45,198
720,Nayarit,46,221
721,Nayarit,47,202
722,Nayarit,48,190
723,Nayarit,49,186
724,Nayarit,50,199
725,Nayarit,51,180
726,Nayarit,52,150
727,Nayarit,53,148
728,Nayarit,54,157
729,Nayarit,55,152
730,Nayarit,56,157
731,Nayarit,57,122
732,Nayarit,58,122
733,Nayarit,59,99
734,Nayarit,60,111
735,Nayarit,61,85
736,Nayarit,62,82
737,Nayarit,63,75
738,Nayarit,64,64
739,Nayarit,65,65
740,Nayarit,66,51
741,Nayarit,67,53
742,Nayarit,68,41
743,Nayarit,69,22
744,Nuevo León,25,3
745,Nuevo León,26,3
746,Nuevo León,28,4
747,Nuevo León,29,3
748,Nuevo León,30,10
749,Nuevo León,31,11
750,Nuevo León,32,6
751,Nuevo León,33,16
752,Nuevo León,34,20
753,Nuevo León,35,38
754,Nuevo León,36,37
755,Nuevo León,37,70
756,Nuevo León,38,89
757,Nuevo León,39,163
758,Nuevo León,40,989
759,Nuevo León,41,1075
760,Nuevo León,42,1158
761,Nuevo León,43,1202
762,Nuevo León,44,1137
763,Nuevo León,45,1185
764,Nuevo León,46,1042
765,Nuevo León,47,1062
766,Nuevo León,48,1055
767,Nuevo León,49,1050
768,Nuevo León,50,1017
769,Nuevo León,51,900
770,Nuevo León,52,881
771,Nuevo León,53,781
772,Nuevo León,54,751
773,Nuevo León,55,672
774,Nuevo León,56,613
775,Nuevo León,57,656
776,Nuevo León,58,594
777,Nuevo León,59,555
778,Nuevo León,60,496
779,Nuevo León,61,447
780,Nuevo León,62,361
781,Nuevo León,63,315
782,Nuevo León,64,317
783,Nuevo León,65,280
784,Nuevo León,66,252
785,Nuevo León,67,232
786,Nuevo León,68,202
787,Nuevo León,69,165
788,Oaxaca,26,1
789,Oaxaca,34,1
790,Oaxaca,36,1
791,Oaxaca,37,2
792,Oaxaca,38,1
793,Oaxaca,39,1
794,Oaxaca,40,1153
795,Oaxaca,41,1288
796,Oaxaca,42,1266
797,Oaxaca,43,1272
798,Oaxaca,44,1282
799,Oaxaca,45,1278
800,Oaxaca,46,1171
801,Oaxaca,47,1199
802,Oaxaca,48,1136
803,Oaxaca,49,1090
804,Oaxaca,50,1123
805,Oaxaca,51,1018
806,Oaxaca,52,992
807,Oaxaca,53,945
808,Oaxaca,54,874
809,Oaxaca,55,857
810,Oaxaca,56,857
811,Oaxaca,57,791
812,Oaxaca,58,793
813,Oaxaca,59,712
814,Oaxaca,60,690
815,Oaxaca,61,628
816,Oaxaca,62,577
817,Oaxaca,63,531
818,Oaxaca,64,458
819,Oaxaca,65,404
820,Oaxaca,66,387
821,Oaxaca,67,305
822,Oaxaca,68,275
823,Oaxaca,69,198
824,Puebla,25,3
825,Puebla,26,2
826,Puebla,27,1
827,Puebla,28,1
828,Puebla,29,4
829,Puebla,30,3
830,Puebla,31,2
831,Puebla,32,4
832,Puebla,33,3
833,Puebla,34,7
834,Puebla,35,4
835,Puebla,36,13
836,Puebla,37,18
837,Puebla,38,32
838,Puebla,39,63
839,Puebla,40,2501
840,Puebla,41,2756
841,Puebla,42,2664
842,Puebla,43,2713
843,Puebla,44,2585
844,Puebla,45,2582
845,Puebla,46,2445
846,Puebla,47,2290
847,Puebla,48,2279
848,Puebla,49,2200
849,Puebla,50,1999
850,Puebla,51,1919
851,Puebla,52,1765
852,Puebla,53,1710
853,Puebla,54,1585
854,Puebla,55,1445
855,Puebla,56,1415
856,Puebla,57,1313
857,Puebla,58,1172
858,Puebla,59,1054
859,Puebla,60,1033
860,Puebla,61,839
861,Puebla,62,786
862,Puebla,63,692
863,Puebla,64,579
864,Puebla,65,520
865,Puebla,66,459
866,Puebla,67,372
867,Puebla,68,312
868,Puebla,69,227
869,Querétaro,27,1
870,Querétaro,29,2
871,Querétaro,30,5
872,Querétaro,31,3
873,Querétaro,32,10
874,Querétaro,33,8
875,Querétaro,34,18
876,Querétaro,35,13
877,Querétaro,36,22
878,Querétaro,37,43
879,Querétaro,38,42
880,Querétaro,39,90
881,Querétaro,40,980
882,Querétaro,41,1062
883,Querétaro,42,1231
884,Querétaro,43,1169
885,Querétaro,44,1251
886,Querétaro,45,1280
887,Querétaro,46,1202
888,Querétaro,47,1155
889,Querétaro,48,1162
890,Querétaro,49,1151
891,Querétaro,50,1109
892,Querétaro,51,1052
893,Querétaro,52,1023
894,Querétaro,53,944
895,Querétaro,54,859
896,Querétaro,55,865
897,Querétaro,56,775
898,Querétaro,57,727
899,Querétaro,58,688
900,Querétaro,59,645
901,Querétaro,60,639
902,Querétaro,61,528
903,Querétaro,62,490
904,Querétaro,63,435
905,Querétaro,64,399
906,Querétaro,65,343
907,Querétaro,66,298
908,Querétaro,67,274
909,Querétaro,68,210
910,Querétaro,69,195
911,Quintana Roo,25,2
912,Quintana Roo,26,2
913,Quintana Roo,30,2
914,Quintana Roo,31,3
915,Quintana Roo,32,1
916,Quintana Roo,33,3
917,Quintana Roo,34,5
918,Quintana Roo,35,4
919,Quintana Roo,36,7
920,Quintana Roo,37,12
921,Quintana Roo,38,19
922,Quintana Roo,39,42
923,Quintana Roo,40,609
924,Quintana Roo,41,696
925,Quintana Roo,42,823
926,Quintana Roo,43,787
927,Quintana Roo,44,798
928,Quintana Roo,45,803
929,Quintana Roo,46,807
930,Quintana Roo,47,741
931,Quintana Roo,48,717
932,Quintana Roo,49,654
933,Quintana Roo,50,628
934,Quintana Roo,51,625
935,Quintana Roo,52,574
936,Quintana Roo,53,508
937,Quintana Roo,54,505
938,Quintana Roo,55,457
939,Quintana Roo,56,445
940,Quintana Roo,57,403
941,Quintana Roo,58,360
942,Quintana Roo,59,328
943,Quintana Roo,60,331
944,Quintana Roo,61,264
945,Quintana Roo,62,265
946,Quintana Roo,63,204
947,Quintana Roo,64,203
948,Quintana Roo,65,179
949,Quintana Roo,66,134
950,Quintana Roo,67,144
951,Quintana Roo,68,108
952,Quintana Roo,69,66
953,San Luis Potosí,25,1
954,San Luis Potosí,27,2
955,San Luis Potosí,28,2
956,San Luis Potosí,29,3
957,San Luis Potosí,30,3
958,San Luis Potosí,31,2
959,San Luis Potosí,32,1
960,San Luis Potosí,33,5
961,San Luis Potosí,34,2
962,San Luis Potosí,35,10
963,San Luis Potosí,36,7
964,San Luis Potosí,37,11
965,San Luis Potosí,38,15
966,San Luis Potosí,39,50
967,San Luis Potosí,40,1148
968,San Luis Potosí,41,1174
969,San Luis Potosí,42,1287
970,San Luis Potosí,43,1236
971,San Luis Potosí,44,1251
972,San Luis Potosí,45,1271
973,San Luis Potosí,46,1180
974,San Luis Potosí,47,1117
975,San Luis Potosí,48,1117
976,San Luis Potosí,49,1049
977,San Luis Potosí,50,1053
978,San Luis Potosí,51,954
979,San Luis Potosí,52,1005
980,San Luis Potosí,53,901
981,San Luis Potosí,54,869
982,San Luis Potosí,55,779
983,San Luis Potosí,56,741
984,San Luis Potosí,57,697
985,San Luis Potosí,58,613
986,San Luis Potosí,59,633
987,San Luis Potosí,60,551
988,San Luis Potosí,61,477
989,San Luis Potosí,62,453
990,San Luis Potosí,63,444
991,San Luis Potosí,64,336
992,San Luis Potosí,65,331
993,San Luis Potosí,66,278
994,San Luis Potosí,67,265
995,San Luis Potosí,68,234
996,San Luis Potosí,69,165
997,Sinaloa,28,1
998,Sinaloa,30,2
999,Sinaloa,31,1
1000,Sinaloa,33,4
1001,Sinaloa,34,1
1002,Sinaloa,35,3
1003,Sinaloa,36,8
1004,Sinaloa,37,8
1005,Sinaloa,38,18
1006,Sinaloa,39,29
1007,Sinaloa,40,476
1008,Sinaloa,41,488
1009,Sinaloa,42,564
1010,Sinaloa,43,624
1011,Sinaloa,44,605
1012,Sinaloa,45,663
1013,Sinaloa,46,655
1014,Sinaloa,47,631
1015,Sinaloa,48,594
1016,Sinaloa,49,607
1017,Sinaloa,50,563
1018,Sinaloa,51,521
1019,Sinaloa,52,492
1020,Sinaloa,53,482
1021,Sinaloa,54,452
1022,Sinaloa,55,403
1023,Sinaloa,56,414
1024,Sinaloa,57,378
1025,Sinaloa,58,340
1026,Sinaloa,59,308
1027,Sinaloa,60,307
1028,Sinaloa,61,312
1029,Sinaloa,62,284
1030,Sinaloa,63,220
1031,Sinaloa,64,212
1032,Sinaloa,65,157
1033,Sinaloa,66,182
1034,Sinaloa,67,143
1035,Sinaloa,68,134
1036,Sinaloa,69,109
1037,Sonora,29,1
1038,Sonora,30,1
1039,Sonora,31,3
1040,Sonora,32,5
1041,Sonora,33,3
1042,Sonora,34,8
1043,Sonora,35,21
1044,Sonora,36,18
1045,Sonora,37,23
1046,Sonora,38,31
1047,Sonora,39,47
1048,Sonora,40,263
1049,Sonora,41,321
1050,Sonora,42,316
1051,Sonora,43,368
1052,Sonora,44,336
1053,Sonora,45,377
1054,Sonora,46,347
1055,Sonora,47,397
1056,Sonora,48,368
1057,Sonora,49,384
1058,Sonora,50,344
1059,Sonora,51,298
1060,Sonora,52,329
1061,Sonora,53,310
1062,Sonora,54,278
1063,Sonora,55,288
