,estado,edad,count
1064,Sonora,56,241
1065,Sonora,57,278
1066,Sonora,58,226
1067,Sonora,59,222
1068,Sonora,60,188
1069,Sonora,61,216
1070,Sonora,62,177
1071,Sonora,63,166
1072,Sonora,64,127
1073,Sonora,65,118
1074,Sonora,66,74
1075,Sonora,67,97
1076,Sonora,68,80
1077,Sonora,69,54
1078,Tabasco,26,1
1079,Tabasco,29,1
1080,Tabasco,30,4
1081,Tabasco,31,3
1082,Tabasco,33,8
1083,Tabasco,34,6
1084,Tabasco,36,8
1085,Tabasco,37,17
1086,Tabasco,38,20
1087,Tabasco,39,52
1088,Tabasco,40,996
1089,Tabasco,41,1235
1090,Tabasco,42,1150
1091,Tabasco,43,1148
1092,Tabasco,44,1157
1093,Tabasco,45,1176
1094,Tabasco,46,1134
1095,Tabasco,47,1054
1096,Tabasco,48,1053
1097,Tabasco,49,1051
1098,Tabasco,50,1046
1099,Tabasco,51,989
1100,Tabasco,52,962
1101,Tabasco,53,886
1102,Tabasco,54,820
1103,Tabasco,55,817
1104,Tabasco,56,735
1105,Tabasco,57,691
1106,Tabasco,58,618
1107,Tabasco,59,540
1108,Tabasco,60,525
1109,Tabasco,61,482
1110,Tabasco,62,447
1111,Tabasco,63,371
1112,Tabasco,64,350
1113,Tabasco,65,269
1114,Tabasco,66,228
1115,Tabasco,67,215
1116,Tabasco,68,141
1117,Tabasco,69,150
1118,Tamaulipas,25,4
1119,Tamaulipas,26,2
1120,Tamaulipas,28,4
1121,Tamaulipas,29,6
1122,Tamaulipas,30,9
1123,Tamaulipas,31,1
1124,Tamaulipas,32,4
1125,Tamaulipas,33,8
1126,Tamaulipas,34,7
1127,Tamaulipas,35,23
1128,Tamaulipas,36,40
1129,Tamaulipas,37,59
1130,Tamaulipas,38,73
1131,Tamaulipas,39,116
1132,Tamaulipas,40,759
1133,Tamaulipas,41,971
1134,Tamaulipas,42,1075
1135,Tamaulipas,43,1068
1136,Tamaulipas,44,1163
1137,Tamaulipas,45,1158
1138,Tamaulipas,46,1130
1139,Tamaulipas,47,1096
1140,Tamaulipas,48,1123
1141,Tamaulipas,49,1039
1142,Tamaulipas,50,1046
1143,Tamaulipas,51,963
1144,Tamaulipas,52,955
1145,Tamaulipas,53,943
1146,Tamaulipas,54,853
1147,Tamaulipas,55,858
1148,Tamaulipas,56,783
1149,Tamaulipas,57,759
1150,Tamaulipas,58,714
1151,Tamaulipas,59,675
1152,Tamaulipas,60,595
1153,Tamaulipas,61,551
1154,Tamaulipas,62,529
1155,Tamaulipas,63,438
1156,Tamaulipas,64,364
1157,Tamaulipas,65,347
1158,Tamaulipas,66,275
1159,Tamaulipas,67,255
1160,Tamaulipas,68,242
1161,Tamaulipas,69,197
1162,Tlaxcala,28,1
1163,Tlaxcala,29,3
1164,Tlaxcala,30,3
1165,Tlaxcala,31,2
1166,Tlaxcala,32,1
1167,Tlaxcala,33,3
1168,Tlaxcala,34,1
1169,Tlaxcala,35,5
1170,Tlaxcala,36,6
1171,Tlaxcala,37,2
1172,Tlaxcala,38,4
1173,Tlaxcala,39,17
1174,Tlaxcala,40,221
1175,Tlaxcala,41,376
1176,Tlaxcala,42,392
1177,Tlaxcala,43,412
1178,Tlaxcala,44,400
1179,Tlaxcala,45,366
1180,Tlaxcala,46,416
1181,Tlaxcala,47,361
1182,Tlaxcala,48,321
1183,Tlaxcala,49,321
1184,Tlaxcala,50,291
1185,Tlaxcala,51,267
1186,Tlaxcala,52,259
1187,Tlaxcala,53,252
1188,Tlaxcala,54,219
1189,Tlaxcala,55,236
1190,Tlaxcala,56,242
1191,Tlaxcala,57,180
1192,Tlaxcala,58,172
1193,Tlaxcala,59,170
1194,Tlaxcala,60,121
1195,Tlaxcala,61,111
1196,Tlaxcala,62,105
1197,Tlaxcala,63,96
1198,Tlaxcala,64,73
1199,Tlaxcala,65,63
1200,Tlaxcala,66,56
1201,Tlaxcala,67,67
1202,Tlaxcala,68,48
1203,Tlaxcala,69,31
1204,Veracruz,25,3
1205,Veracruz,26,2
1206,Veracruz,27,8
1207,Veracruz,28,9
1208,Veracruz,29,9
1209,Veracruz,30,10
1210,Veracruz,31,6
1211,Veracruz,32,10
1212,Veracruz,33,8
1213,Veracruz,34,13
1214,Veracruz,35,17
1215,Veracruz,36,14
1216,Veracruz,37,21
1217,Veracruz,38,30
1218,Veracruz,39,79
1219,Veracruz,40,850
1220,Veracruz,41,1204
1221,Veracruz,42,1277
1222,Veracruz,43,1238
1223,Veracruz,44,1246
1224,Veracruz,45,1335
1225,Veracruz,46,1222
1226,Veracruz,47,1242
1227,Veracruz,48,1248
1228,Veracruz,49,1198
1229,Veracruz,50,1176
1230,Veracruz,51,1077
1231,Veracruz,52,1020
1232,Veracruz,53,986
1233,Veracruz,54,869
1234,Veracruz,55,865
1235,Veracruz,56,794
1236,Veracruz,57,743
1237,Veracruz,58,678
1238,Veracruz,59,607
1239,Veracruz,60,570
1240,Veracruz,61,541
1241,Veracruz,62,492
1242,Veracruz,63,450
1243,Veracruz,64,389
1244,Veracruz,65,324
1245,Veracruz,66,289
1246,Veracruz,67,244
1247,Veracruz,68,194
1248,Veracruz,69,168
1249,Yucatán,30,1
1250,Yucatán,31,1
1251,Yucatán,34,1
1252,Yucatán,36,3
1253,Yucatán,37,2
1254,Yucatán,38,3
1255,Yucatán,39,12
1256,Yucatán,40,539
1257,Yucatán,41,620
1258,Yucatán,42,610
1259,Yucatán,43,589
1260,Yucatán,44,571
1261,Yucatán,45,598
1262,Yucatán,46,512
1263,Yucatán,47,493
1264,Yucatán,48,497
1265,Yucatán,49,477
1266,Yucatán,50,492
1267,Yucatán,51,469
1268,Yucatán,52,468
1269,Yucatán,53,411
1270,Yucatán,54,420
1271,Yucatán,55,372
1272,Yucatán,56,392
1273,Yucatán,57,349
1274,Yucatán,58,308
1275,Yucatán,59,240
1276,Yucatán,60,272
1277,Yucatán,61,241
1278,Yucatán,62,216
1279,Yucatán,63,201
1280,Yucatán,64,152
1281,Yucatán,65,156
1282,Yucatán,66,110
1283,Yucatán,67,137
1284,Yucatán,68,110
1285,Yucatán,69,87
1286,Zacatecas,28,1
1287,Zacatecas,29,2
1288,Zacatecas,30,2
1289,Zacatecas,31,2
1290,Zacatecas,32,4
1291,Zacatecas,33,5
1292,Zacatecas,34,8
1293,Zacatecas,35,9
1294,Zacatecas,36,6
1295,Zacatecas,37,20
1296,Zacatecas,38,24
1297,Zacatecas,39,80
1298,Zacatecas,40,761
1299,Zacatecas,41,851
1300,Zacatecas,42,864
1301,Zacatecas,43,892
1302,Zacatecas,44,900
1303,Zacatecas,45,864
1304,Zacatecas,46,850
1305,Zacatecas,47,823
1306,Zacatecas,48,818
1307,Zacatecas,49,767
1308,Zacatecas,50,776
1309,Zacatecas,51,746
1310,Zacatecas,52,655
1311,Zacatecas,53,630
1312,Zacatecas,54,607
1313,Zacatecas,55,539
1314,Zacatecas,56,551
1315,Zacatecas,57,485
1316,Zacatecas,58,423
1317,Zacatecas,59,339
1318,Zacatecas,60,373
1319,Zacatecas,61,345
1320,Zacatecas,62,309
1321,Zacatecas,63,279
1322,Zacatecas,64,259
1323,Zacatecas,65,213
1324,Zacatecas,66,189
1325,Zacatecas,67,154
1326,Zacatecas,68,116
1327,Zacatecas,69,85
