,estado,edad,cuenta
333,Colima,41.0,221
334,Colima,42.0,249
335,Colima,43.0,253
336,Colima,44.0,280
337,Colima,45.0,271
338,Colima,46.0,295
339,Colima,47.0,274
340,Colima,48.0,271
341,Colima,49.0,228
342,Colima,50.0,253
343,Colima,51.0,235
344,Colima,52.0,231
345,Colima,53.0,175
346,Colima,54.0,202
347,Colima,55.0,202
348,Colima,56.0,171
349,Colima,57.0,192
350,Colima,58.0,166
351,Colima,59.0,154
352,Colima,60.0,160
353,Colima,61.0,137
354,Colima,62.0,100
355,Colima,63.0,101
356,Colima,64.0,91
357,Colima,65.0,71
358,Colima,66.0,61
359,Colima,67.0,66
360,Colima,68.0,63
361,Colima,69.0,41
362,Durango,29.0,1
363,Durango,31.0,3
364,Durango,32.0,1
365,Durango,33.0,2
366,Durango,34.0,4
367,Durango,35.0,6
368,Durango,36.0,9
369,Durango,37.0,8
370,Durango,38.0,14
371,Durango,39.0,58
372,Durango,40.0,394
373,Durango,41.0,479
374,Durango,42.0,484
375,Durango,43.0,533
376,Durango,44.0,619
377,Durango,45.0,584
378,Durango,46.0,629
379,Durango,47.0,577
380,Durango,48.0,536
381,Durango,49.0,553
382,Durango,50.0,542
383,Durango,51.0,499
384,Durango,52.0,537
385,Durango,53.0,493
386,Durango,54.0,464
387,Durango,55.0,430
388,Durango,56.0,404
389,Durango,57.0,404
390,Durango,58.0,373
391,Durango,59.0,339
392,Durango,60.0,292
393,Durango,61.0,281
394,Durango,62.0,267
395,Durango,63.0,224
396,Durango,64.0,206
397,Durango,65.0,156
398,Durango,66.0,148
399,Durango,67.0,131
400,Durango,68.0,119
401,Durango,69.0,106
402,Estado de México,25.0,6
403,Estado de México,26.0,8
404,Estado de México,27.0,3
405,Estado de México,28.0,6
406,Estado de México,29.0,8
407,Estado de México,30.0,6
408,Estado de México,31.0,9
409,Estado de México,32.0,7
410,Estado de México,33.0,9
411,Estado de México,34.0,26
412,Estado de México,35.0,20
413,Estado de México,36.0,20
414,Estado de México,37.0,40
415,Estado de México,38.0,57
416,Estado de México,39.0,253
417,Estado de México,40.0,5241
418,Estado de México,41.0,5410
419,Estado de México,42.0,6104
420,Estado de México,43.0,9796
421,Estado de México,44.0,10327
422,Estado de México,45.0,10317
423,Estado de México,46.0,10086
424,Estado de México,47.0,10081
425,Estado de México,48.0,9433
426,Estado de México,49.0,9139
427,Estado de México,50.0,8919
428,Estado de México,51.0,8641
429,Estado de México,52.0,8239
430,Estado de México,53.0,7797
431,Estado de México,54.0,7519
432,Estado de México,55.0,7230
433,Estado de México,56.0,6712
434,Estado de México,57.0,6216
435,Estado de México,58.0,6010
436,Estado de México,59.0,5791
437,Estado de México,60.0,5118
438,Estado de México,61.0,4524
439,Estado de México,62.0,4152
440,Estado de México,63.0,3779
441,Estado de México,64.0,3495
442,Estado de México,65.0,2948
443,Estado de México,66.0,2621
444,Estado de México,67.0,2303
445,Estado de México,68.0,1964
446,Estado de México,69.0,1640
447,Guanajuato,34.0,1
448,Guanajuato,37.0,1
449,Guanajuato,38.0,2
450,Guanajuato,39.0,1
451,Guanajuato,40.0,1904
452,Guanajuato,41.0,2127
453,Guanajuato,42.0,2106
454,Guanajuato,43.0,2157
455,Guanajuato,44.0,2246
456,Guanajuato,45.0,2292
457,Guanajuato,46.0,2224
458,Guanajuato,47.0,2230
459,Guanajuato,48.0,2114
460,Guanajuato,49.0,2145
461,Guanajuato,50.0,2144
462,Guanajuato,51.0,2088
463,Guanajuato,52.0,2033
464,Guanajuato,53.0,1994
465,Guanajuato,54.0,1936
466,Guanajuato,55.0,1908
467,Guanajuato,56.0,1673
468,Guanajuato,57.0,1595
469,Guanajuato,58.0,1514
470,Guanajuato,59.0,1551
471,Guanajuato,60.0,1392
472,Guanajuato,61.0,1251
473,Guanajuato,62.0,1195
474,Guanajuato,63.0,1063
475,Guanajuato,64.0,926
476,Guanajuato,65.0,850
477,Guanajuato,66.0,660
478,Guanajuato,67.0,570
479,Guanajuato,68.0,510
480,Guanajuato,69.0,387
481,Guerrero,25.0,1
482,Guerrero,26.0,1
483,Guerrero,27.0,1
484,Guerrero,28.0,2
485,Guerrero,32.0,1
486,Guerrero,33.0,2
487,Guerrero,34.0,3
488,Guerrero,35.0,6
489,Guerrero,36.0,5
490,Guerrero,37.0,3
491,Guerrero,38.0,5
492,Guerrero,39.0,12
493,Guerrero,40.0,1265
494,Guerrero,41.0,1217
495,Guerrero,42.0,1157
496,Guerrero,43.0,1192
497,Guerrero,44.0,1191
498,Guerrero,45.0,1147
499,Guerrero,46.0,1115
500,Guerrero,47.0,1106
501,Guerrero,48.0,1060
502,Guerrero,49.0,1062
503,Guerrero,50.0,958
504,Guerrero,51.0,968
505,Guerrero,52.0,940
506,Guerrero,53.0,931
507,Guerrero,54.0,822
508,Guerrero,55.0,850
509,Guerrero,56.0,716
510,Guerrero,57.0,644
511,Guerrero,58.0,649
512,Guerrero,59.0,686
513,Guerrero,60.0,579
514,Guerrero,61.0,488
515,Guerrero,62.0,434
516,Guerrero,63.0,469
517,Guerrero,64.0,369
518,Guerrero,65.0,300
519,Guerrero,66.0,270
520,Guerrero,67.0,235
521,Guerrero,68.0,189
522,Guerrero,69.0,154
523,Hidalgo,26.0,1
524,Hidalgo,27.0,1
525,Hidalgo,28.0,4
526,Hidalgo,29.0,1
527,Hidalgo,30.0,1
528,Hidalgo,31.0,7
529,Hidalgo,32.0,4
530,Hidalgo,33.0,5
531,Hidalgo,34.0,9
532,Hidalgo,35.0,8
533,Hidalgo,36.0,9
534,Hidalgo,37.0,13
535,Hidalgo,38.0,15
536,Hidalgo,39.0,60
537,Hidalgo,40.0,1378
538,Hidalgo,41.0,1525
539,Hidalgo,42.0,1546
540,Hidalgo,43.0,1532
541,Hidalgo,44.0,1447
542,Hidalgo,45.0,1675
543,Hidalgo,46.0,1607
544,Hidalgo,47.0,1633
545,Hidalgo,48.0,1619
546,Hidalgo,49.0,1539
547,Hidalgo,50.0,1481
548,Hidalgo,51.0,1405
549,Hidalgo,52.0,1360
550,Hidalgo,53.0,1292
551,Hidalgo,54.0,1305
552,Hidalgo,55.0,1199
553,Hidalgo,56.0,1041
554,Hidalgo,57.0,1048
555,Hidalgo,58.0,997
556,Hidalgo,59.0,976
557,Hidalgo,60.0,830
558,Hidalgo,61.0,833
559,Hidalgo,62.0,739
560,Hidalgo,63.0,664
561,Hidalgo,64.0,662
562,Hidalgo,65.0,548
563,Hidalgo,66.0,493
564,Hidalgo,67.0,401
565,Hidalgo,68.0,362
566,Hidalgo,69.0,298
567,Jalisco,27.0,1
568,Jalisco,30.0,3
569,Jalisco,31.0,1
570,Jalisco,32.0,2
571,Jalisco,33.0,5
572,Jalisco,34.0,1
573,Jalisco,35.0,6
574,Jalisco,36.0,8
575,Jalisco,37.0,12
576,Jalisco,38.0,12
577,Jalisco,39.0,47
578,Jalisco,40.0,1074
579,Jalisco,41.0,1264
580,Jalisco,42.0,1243
581,Jalisco,43.0,1400
582,Jalisco,44.0,1438
583,Jalisco,45.0,1477
584,Jalisco,46.0,1510
585,Jalisco,47.0,1489
586,Jalisco,48.0,1400
587,Jalisco,49.0,1338
588,Jalisco,50.0,1442
589,Jalisco,51.0,1366
590,Jalisco,52.0,1280
591,Jalisco,53.0,1320
592,Jalisco,54.0,1229
593,Jalisco,55.0,1158
594,Jalisco,56.0,1150
595,Jalisco,57.0,1087
596,Jalisco,58.0,992
597,Jalisco,59.0,1014
598,Jalisco,60.0,929
599,Jalisco,61.0,875
600,Jalisco,62.0,839
601,Jalisco,63.0,725
602,Jalisco,64.0,648
603,Jalisco,65.0,588
604,Jalisco,66.0,521
605,Jalisco,67.0,444
606,Jalisco,68.0,426
607,Jalisco,69.0,335
608,Michoacán de Ocampo,25.0,2
609,Michoacán de Ocampo,26.0,1
610,Michoacán de Ocampo,27.0,2
611,Michoacán de Ocampo,28.0,2
612,Michoacán de Ocampo,29.0,2
613,Michoacán de Ocampo,30.0,5
614,Michoacán de Ocampo,31.0,6
615,Michoacán de Ocampo,32.0,10
616,Michoacán de Ocampo,33.0,5
617,Michoacán de Ocampo,34.0,14
618,Michoacán de Ocampo,35.0,11
619,Michoacán de Ocampo,36.0,20
620,Michoacán de Ocampo,37.0,42
621,Michoacán de Ocampo,38.0,42
622,Michoacán de Ocampo,39.0,178
623,Michoacán de Ocampo,40.0,2170
624,Michoacán de Ocampo,41.0,2427
625,Michoacán de Ocampo,42.0,2471
626,Michoacán de Ocampo,43.0,2413
627,Michoacán de Ocampo,44.0,2553
628,Michoacán de Ocampo,45.0,2643
629,Michoacán de Ocampo,46.0,2613
630,Michoacán de Ocampo,47.0,2492
631,Michoacán de Ocampo,48.0,2506
632,Michoacán de Ocampo,49.0,2417
633,Michoacán de Ocampo,50.0,2316
634,Michoacán de Ocampo,51.0,2283
635,Michoacán de Ocampo,52.0,2219
636,Michoacán de Ocampo,53.0,2134
637,Michoacán de Ocampo,54.0,1962
638,Michoacán de Ocampo,55.0,1963
639,Michoacán de Ocampo,56.0,1814
640,Michoacán de Ocampo,57.0,1689
641,Michoacán de Ocampo,58.0,1688
642,Michoacán de Ocampo,59.0,1549
643,Michoacán de Ocampo,60.0,1470
644,Michoacán de Ocampo,61.0,1346
645,Michoacán de Ocampo,62.0,1234
646,Michoacán de Ocampo,63.0,1107
647,Michoacán de Ocampo,64.0,1023
648,Michoacán de Ocampo,65.0,1008
649,Michoacán de Ocampo,66.0,821
650,Michoacán de Ocampo,67.0,752
651,Michoacán de Ocampo,68.0,719
652,Michoacán de Ocampo,69.0,577
653,Morelos,28.0,1
654,Morelos,29.0,1
655,Morelos,30.0,1
656,Morelos,31.0,1
657,Morelos,33.0,2
658,Morelos,34.0,4
659,Morelos,35.0,19
660,Morelos,36.0,29
661,Morelos,37.0,40
662,Morelos,38.0,54
663,Morelos,39.0,68
664,Morelos,40.0,527
665,Morelos,41.0,639
666,Morelos,42.0,658
667,Morelos,43.0,699
668,Morelos,44.0,788
669,Morelos,45.0,763
670,Morelos,46.0,737
671,Morelos,47.0,780
672,Morelos,48.0,752
673,Morelos,49.0,702
674,Morelos,50.0,651
675,Morelos,51.0,654
676,Morelos,52.0,673
677,Morelos,53.0,680
678,Morelos,54.0,621
679,Morelos,55.0,573
680,Morelos,56.0,570
681,Morelos,57.0,521
682,Morelos,58.0,503
683,Morelos,59.0,497
684,Morelos,60.0,469
685,Morelos,61.0,404
686,Morelos,62.0,391
687,Morelos,63.0,375
688,Morelos,64.0,313
689,Morelos,65.0,268
690,Morelos,66.0,232
691,Morelos,67.0,193
692,Morelos,68.0,174
693,Morelos,69.0,134
694,Nayarit,28.0,1
695,Nayarit,30.0,1
696,Nayarit,31.0,3
697,Nayarit,32.0,1
698,Nayarit,33.0,1
699,Nayarit,34.0,4
700,Nayarit,35.0,3
701,Nayarit,36.0,6
702,Nayarit,37.0,2
703,Nayarit,38.0,7
704,Nayarit,39.0,25
705,Nayarit,40.0,297
706,Nayarit,41.0,290
707,Nayarit,42.0,304
708,Nayarit,43.0,290
709,Nayarit,44.0,297
710,Nayarit,45.0,297
711,Nayarit,46.0,283
712,Nayarit,47.0,282
713,Nayarit,48.0,292
714,Nayarit,49.0,334
715,Nayarit,50.0,259
716,Nayarit,51.0,265
717,Nayarit,52.0,275
718,Nayarit,53.0,230
719,Nayarit,54.0,216
720,Nayarit,55.0,239
721,Nayarit,56.0,205
722,Nayarit,57.0,235
723,Nayarit,58.0,224
724,Nayarit,59.0,188
725,Nayarit,60.0,196
726,Nayarit,61.0,166
727,Nayarit,62.0,139
728,Nayarit,63.0,151
729,Nayarit,64.0,132
730,Nayarit,65.0,96
731,Nayarit,66.0,103
732,Nayarit,67.0,92
733,Nayarit,68.0,80
734,Nayarit,69.0,52
735,Nuevo León,25.0,3
736,Nuevo León,26.0,4
737,Nuevo León,27.0,3
738,Nuevo León,28.0,9
739,Nuevo León,29.0,5
740,Nuevo León,30.0,6
741,Nuevo León,31.0,7
742,Nuevo León,32.0,7
743,Nuevo León,33.0,7
744,Nuevo León,34.0,16
745,Nuevo León,35.0,16
746,Nuevo León,36.0,27
747,Nuevo León,37.0,39
748,Nuevo León,38.0,46
749,Nuevo León,39.0,101
750,Nuevo León,40.0,701
751,Nuevo León,41.0,882
752,Nuevo León,42.0,894
753,Nuevo León,43.0,960
754,Nuevo León,44.0,940
755,Nuevo León,45.0,972
756,Nuevo León,46.0,998
757,Nuevo León,47.0,991
758,Nuevo León,48.0,951
759,Nuevo León,49.0,912
760,Nuevo León,50.0,921
761,Nuevo León,51.0,899
762,Nuevo León,52.0,823
763,Nuevo León,53.0,796
764,Nuevo León,54.0,725
765,Nuevo León,55.0,681
766,Nuevo León,56.0,664
767,Nuevo León,57.0,629
768,Nuevo León,58.0,550
769,Nuevo León,59.0,522
770,Nuevo León,60.0,489
771,Nuevo León,61.0,430
772,Nuevo León,62.0,416
773,Nuevo León,63.0,358
774,Nuevo León,64.0,337
775,Nuevo León,65.0,276
776,Nuevo León,66.0,269
777,Nuevo León,67.0,255
778,Nuevo León,68.0,204
779,Nuevo León,69.0,188
780,Oaxaca,35.0,1
781,Oaxaca,37.0,3
782,Oaxaca,38.0,3
783,Oaxaca,39.0,6
784,Oaxaca,40.0,1175
785,Oaxaca,41.0,1300
786,Oaxaca,42.0,1303
787,Oaxaca,43.0,1271
788,Oaxaca,44.0,1384
789,Oaxaca,45.0,1432
790,Oaxaca,46.0,1375
791,Oaxaca,47.0,1342
792,Oaxaca,48.0,1208
793,Oaxaca,49.0,1185
794,Oaxaca,50.0,1197
795,Oaxaca,51.0,1102
796,Oaxaca,52.0,1178
797,Oaxaca,53.0,1086
798,Oaxaca,54.0,1040
799,Oaxaca,55.0,985
800,Oaxaca,56.0,949
801,Oaxaca,57.0,965
802,Oaxaca,58.0,912
803,Oaxaca,59.0,890
804,Oaxaca,60.0,810
805,Oaxaca,61.0,747
806,Oaxaca,62.0,679
807,Oaxaca,63.0,635
808,Oaxaca,64.0,625
809,Oaxaca,65.0,503
810,Oaxaca,66.0,498
811,Oaxaca,67.0,392
812,Oaxaca,68.0,342
813,Oaxaca,69.0,237
814,Puebla,27.0,2
815,Puebla,28.0,3
816,Puebla,29.0,2
817,Puebla,30.0,1
818,Puebla,31.0,2
819,Puebla,32.0,10
820,Puebla,33.0,4
821,Puebla,34.0,14
822,Puebla,35.0,1
823,Puebla,36.0,7
824,Puebla,37.0,8
825,Puebla,38.0,15
826,Puebla,39.0,53
827,Puebla,40.0,1375
828,Puebla,41.0,1469
829,Puebla,42.0,1485
830,Puebla,43.0,1484
831,Puebla,44.0,1562
832,Puebla,45.0,1478
833,Puebla,46.0,1552
834,Puebla,47.0,1553
835,Puebla,48.0,1429
836,Puebla,49.0,1435
837,Puebla,50.0,1354
838,Puebla,51.0,1322
839,Puebla,52.0,1217
840,Puebla,53.0,1221
841,Puebla,54.0,1131
842,Puebla,55.0,1093
843,Puebla,56.0,1020
844,Puebla,57.0,909
845,Puebla,58.0,912
846,Puebla,59.0,833
847,Puebla,60.0,766
848,Puebla,61.0,701
849,Puebla,62.0,632
850,Puebla,63.0,598
851,Puebla,64.0,535
852,Puebla,65.0,469
853,Puebla,66.0,363
854,Puebla,67.0,302
855,Puebla,68.0,308
856,Puebla,69.0,211
857,Querétaro,26.0,2
858,Querétaro,27.0,1
859,Querétaro,28.0,4
860,Querétaro,29.0,3
861,Querétaro,30.0,4
862,Querétaro,31.0,5
863,Querétaro,32.0,6
864,Querétaro,33.0,7
865,Querétaro,34.0,16
866,Querétaro,35.0,17
867,Querétaro,36.0,34
868,Querétaro,37.0,29
869,Querétaro,38.0,55
870,Querétaro,39.0,79
871,Querétaro,40.0,488
872,Querétaro,41.0,618
873,Querétaro,42.0,703
874,Querétaro,43.0,768
875,Querétaro,44.0,844
876,Querétaro,45.0,879
877,Querétaro,46.0,927
878,Querétaro,47.0,873
879,Querétaro,48.0,862
880,Querétaro,49.0,858
881,Querétaro,50.0,816
882,Querétaro,51.0,871
883,Querétaro,52.0,772
884,Querétaro,53.0,720
885,Querétaro,54.0,742
886,Querétaro,55.0,711
887,Querétaro,56.0,595
888,Querétaro,57.0,588
889,Querétaro,58.0,524
890,Querétaro,59.0,557
891,Querétaro,60.0,490
892,Querétaro,61.0,447
893,Querétaro,62.0,403
894,Querétaro,63.0,326
895,Querétaro,64.0,324
896,Querétaro,65.0,241
897,Querétaro,66.0,244
898,Querétaro,67.0,195
899,Querétaro,68.0,171
900,Querétaro,69.0,154
901,Quintana Roo,25.0,1
902,Quintana Roo,27.0,3
903,Quintana Roo,28.0,2
904,Quintana Roo,30.0,2
905,Quintana Roo,31.0,2
906,Quintana Roo,32.0,4
907,Quintana Roo,33.0,5
908,Quintana Roo,34.0,6
909,Quintana Roo,35.0,9
910,Quintana Roo,36.0,11
911,Quintana Roo,37.0,12
912,Quintana Roo,38.0,16
913,Quintana Roo,39.0,48
914,Quintana Roo,40.0,429
915,Quintana Roo,41.0,564
916,Quintana Roo,42.0,602
917,Quintana Roo,43.0,592
918,Quintana Roo,44.0,660
919,Quintana Roo,45.0,717
920,Quintana Roo,46.0,707
921,Quintana Roo,47.0,675
922,Quintana Roo,48.0,700
923,Quintana Roo,49.0,627
924,Quintana Roo,50.0,638
925,Quintana Roo,51.0,583
926,Quintana Roo,52.0,513
927,Quintana Roo,53.0,501
928,Quintana Roo,54.0,498
929,Quintana Roo,55.0,474
930,Quintana Roo,56.0,416
931,Quintana Roo,57.0,405
