VAR,Variable,Country,Year,Value
CANCTOCA,Malignant neoplasms,Greece,2012-01-01,23319.0
CANCCOLC,Malignant neoplasms of colon,Greece,2000-01-01,1728.0
CANCCOLC,Malignant neoplasms of colon,Greece,2002-01-01,1937.0
CANCCOLC,Malignant neoplasms of colon,Greece,2008-01-01,1784.0
CANCCOLC,Malignant neoplasms of colon,Greece,2012-01-01,2074.0
CANCLUNC,Malignant neoplasms of lung,Greece,2000-01-01,5269.0
CANCLUNC,Malignant neoplasms of lung,Greece,2002-01-01,5474.0
CANCLUNC,Malignant neoplasms of lung,Greece,2008-01-01,5601.0
CANCLUNC,Malignant neoplasms of lung,Greece,2012-01-01,5680.0
CANCPROC,Malignant neoplasms of prostate,Greece,2000-01-01,2273.0
CANCPROC,Malignant neoplasms of prostate,Greece,2002-01-01,2920.0
CANCPROC,Malignant neoplasms of prostate,Greece,2008-01-01,2605.0
CANCPROC,Malignant neoplasms of prostate,Greece,2012-01-01,3244.0
CANCTOCA,Malignant neoplasms,Hungary,2002-01-01,26278.0
CANCTOCA,Malignant neoplasms,Hungary,2008-01-01,26773.0
CANCTOCA,Malignant neoplasms,Hungary,2012-01-01,26973.0
CANCCOLC,Malignant neoplasms of colon,Hungary,2002-01-01,3977.0
CANCCOLC,Malignant neoplasms of colon,Hungary,2008-01-01,4821.0
CANCCOLC,Malignant neoplasms of colon,Hungary,2012-01-01,4751.0
CANCLUNC,Malignant neoplasms of lung,Hungary,2002-01-01,6461.0
CANCLUNC,Malignant neoplasms of lung,Hungary,2008-01-01,5942.0
CANCLUNC,Malignant neoplasms of lung,Hungary,2012-01-01,5893.0
CANCPROC,Malignant neoplasms of prostate,Hungary,2002-01-01,2523.0
CANCPROC,Malignant neoplasms of prostate,Hungary,2008-01-01,2756.0
CANCPROC,Malignant neoplasms of prostate,Hungary,2012-01-01,3167.0
CANCTOCA,Malignant neoplasms,Iceland,2002-01-01,537.0
CANCTOCA,Malignant neoplasms,Iceland,2008-01-01,712.0
CANCTOCA,Malignant neoplasms,Iceland,2012-01-01,760.0
CANCCOLC,Malignant neoplasms of colon,Iceland,2002-01-01,64.0
CANCCOLC,Malignant neoplasms of colon,Iceland,2008-01-01,84.0
CANCCOLC,Malignant neoplasms of colon,Iceland,2012-01-01,78.0
CANCLUNC,Malignant neoplasms of lung,Iceland,2002-01-01,57.0
CANCLUNC,Malignant neoplasms of lung,Iceland,2008-01-01,69.0
CANCLUNC,Malignant neoplasms of lung,Iceland,2012-01-01,82.0
CANCPROC,Malignant neoplasms of prostate,Iceland,2002-01-01,159.0
CANCPROC,Malignant neoplasms of prostate,Iceland,2008-01-01,232.0
